ItemID,category_id,name,description,price,brand,image,AllImagesURLs,ItemSpecifications
B098LX956V,27347564031,JimXen Pill Box 7 Day Weekly Medicine Organizer Daily Planner Portable Travel Container Holder for Vitamin and Supplement Moisture-Proof Compartments Case for Pocket Purse Easy to Use BPA Free,"['Organized each day is marked so you can organize your pills by time with bold labels and colors. You can easily keep track of your medications vitamins supplements and other pills.', 'Strong the newly designed Organizer is stronger than ever they are sure to stay tightly closed to keep your pills safe.', 'Easy Travel No more carrying around multiple bottles or bulky cases this slim design is perfect for taking anywhere.', 'Safe to Use It’s made of 100% food grade BPA-free materials while outer container is made of ABS plastic Safe to keep your daily medication']",289,,https://m.media-amazon.com/images/I/81A7sJcxBgL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/81A7sJcxBgL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81u2ZAjbgcL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/8112JXVoR0L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71rwxa9qptL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81+xKvALEsL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/717FsoJjUAL._SL1500_.jpg""]","{""Manufacturer"": ""Jimxen, 8595363642"", ""Country of Origin"": ""India"", ""Item model number"": ""P 4"", ""Product Dimensions"": ""12 x 10 x 5 cm; 150 g"", ""ASIN"": ""B098LX956V"", ""Packer"": ""jimxen"", ""Item Weight"": ""150 g"", ""Item Dimensions LxWxH"": ""12 x 10 x 5 Centimeters"", ""Net Quantity"": ""1.00 count""}"
B07523KH86,27060739031,Himalaya Punarnava Tablets - 60 Count,['Manufactured by : The Himalaya Drug Company'],221,,https://m.media-amazon.com/images/I/61vk9IhQcJL._SL1001_.jpg,"[""https://m.media-amazon.com/images/I/61vk9IhQcJL._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/51m+GR9u6NL._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/51DlubJjcDL._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/616xiBXSFoL._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/61yPzkxhk+L._SL1001_.jpg""]","{""Manufacturer"": ""Himalaya Wellness Company, Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Country of Origin"": ""India"", ""Item model number"": ""7002674"", ""Product Dimensions"": ""6.1 x 4.8 x 9.2 cm; 120 g"", ""ASIN"": ""B07523KH86"", ""Packer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Importer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Item Weight"": ""120 g"", ""Item Dimensions LxWxH"": ""6.1 x 4.8 x 9.2 Centimeters"", ""Net Quantity"": ""60 count"", ""Included Components"": ""60 tablets"", ""Generic Name"": ""Tablets"", ""Best Sellers Rank"": ""#1,639 in Health & Personal Care (See Top 100 in Health & Personal Care)   #1 in Punarnava""}"
B01L6ZD59K,11364757031,Baidyanath Isabgol - Psyllium Husk Powder - 200gm | Effectively Relieves Constipation | Fibre Supplement For Digestion,"['HELPS REGULARISE BOWEL MOVEMENTS: Isabgol is considered as an age old remedy for healthy bowel movements. Baidyanath Isabgol helps relieve constipation and digestive distress. It helps flush toxins from the digestive tract which indirectly helps in improved digestion and weight loss. Isabgol is known as Plantago Ovata seeds which undergo milling, thorough sieving and winnowing to produce this herbal product. Regular intake of Baidyanath Isabgol may help strengthen your digestive system', ""ACTS AS A DIGESTIVE: Due to its laxative properties, Baidyanath Isabgol helps ease bowel movements and helps relieve bloating which is a common problem where your stomach swells up forming gas which doesn't allow the digestive enzymes to work properly. Isabgol is known to strengthen the rectal muscles, relieve flatulence and give your stomach a much-needed cleanse. Isabgol is a great source of fibre which is absolutely gluten-free"", 'HELPS WITH WEIGHT MANAGEMENT: Regular consumption of Isabgol may aid the secretion of cholecystokinin, a hormone that immediately pokes the brain to signal a feeling of fullness in your stomach. This process keeps you satiated and helps control mid-meal cravings. It is also known to help release excess urea of the body and combat acidity and acid reflux. Baidyanath Isabgol is safe for consumption for all adults', 'QUALITY ASSURANCE AND CERTIFICATION: With all the goodness of nature, Baidyanath Isabgol is a GMP certified product which is absolutely safe and effective for all age-groups. Psyllium Husk is a naturally healthy solution to combat digestive distress. Consume 5-10 gm of Baidyanath Isabgol along with water, milk, fruit juice, curd, lassi or any healthy beverage of your choice', '100-YEAR LEGACY WITH UNCOMPROMISED QUALITY: Isabgol is a natural vegetable product derived from Plantago Ovata seeds thus, making it vegan and is also gluten free. We pour our 100 years of knowledge and skill in making our products. Container type: Packet. Allergen information: allergen_free']",320,,https://m.media-amazon.com/images/I/61rVIt0h5kL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/61rVIt0h5kL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71osI7f7LOL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71SQFS-pmyL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/710GFgmSsgL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71jw5+zooqL._SL1500_.jpg""]","{""Manufacturer"": ""Baidyanath"", ""Country of Origin"": ""India"", ""Item model number"": ""Baid042"", ""Product Dimensions"": ""17.5 x 10.1 x 5.8 cm; 200 g"", ""ASIN"": ""B01L6ZD59K"", ""Item Weight"": ""200 g"", ""Item Dimensions LxWxH"": ""17.5 x 10.1 x 5.8 Centimeters"", ""Net Quantity"": ""200.0 gram"", ""Best Sellers Rank"": ""#307 in Health & Personal Care (See Top 100 in Health & Personal Care)   #1 in Isabgol""}"
B0D1MQWRY8,27347564031,INSIME Pill organizer box for medicine 7 days 3 times | Tablet organizer box for medicine | Weekly medicine organizer pill box for travel & home | Medicine pills organiser & storage box (Large size),"['[STYLISH & LARGE PILL CONTAINER]: The daily medicine organizer box for home & travel has a large space, allowing you to plan & fill weekly pills in advance. Each large pill organizer can easily accommodate atleast 20 tabets.', '[TRACK YOUR MEDICATION] : Pill container (morning, noon and night) sort your pills 3 times a day; with 7 independant movable tablet box for medicine. With separate pill holder, it can be taken out separately every day for your on the go use. Ideal pill box for medicine for 7 days weekly use.', '[RELIABLE QUALITY - BPA FREE]: This premium pill containers is equipped with high-quality solid-state ABS external holders and high-quality food-grade PP weekly medicine box. Made of BPA-free food-grade materials to ensure your pills are safe to eat.', '[SAY NO TO DUMPAGE]: Tablet box for medicine 7 day 3 times, and the smooth surface won’t have residues, thus your pills won’t get mixed with previous residues, and also it is easy to clean. The double protection design makes the lids of the pill box always closed.', ""[100% QUALITY SATISFACTION ] : We are confident in the quality of our medicine box for travel & home. If you're not completely satisfied with our medicine organiser, we offer a 100% satisfaction guarantee. Your happiness is our priority.""]",499,,https://m.media-amazon.com/images/I/61Ahe0xExNL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/61Ahe0xExNL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61uyn7tAHEL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71Kca3CmsjL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61F3rlntiCL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61ak0jHBreL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61PhBPPCvSL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61krbGuWgUL._SL1000_.jpg""]","{""Manufacturer"": ""INSIME, INSIME, Plot no 109, Temkar street, Nagpada, Mumbai 400008, Contact: +91-9137949699"", ""Country of Origin"": ""India"", ""Item model number"": ""Pill Organisers"", ""Product Dimensions"": ""15.2 x 12.7 x 5.1 cm; 190 g"", ""ASIN"": ""B0D1MQWRY8"", ""Packer"": ""INSIME"", ""Item Weight"": ""190 g"", ""Item Dimensions LxWxH"": ""15.2 x 12.7 x 5.1 Centimeters"", ""Net Quantity"": ""1.00 count"", ""Generic Name"": ""Pill Organisers""}"
B0C1KWR41K,11364781031,"Centrum OstoCalcium Total Chewable Tablets for Women & Men | Vitamin D & Calcium Tablets to support Strong Bones, Joints & Muscles |30 Tablets","['100% OF DAILY CALCIUM & VITAMIN D REQUIREMENT IN TASTY CHEWABLE TABLETS : Two tablets of Centrum OstoCalcium Total has 100% RDA of Calcium~ & Vitamin D* in tasty chewable format that can be consumed on the go. (*For 13+ Years)', 'CALCIUM EQUAL TO DRINKING 4 CUPS OF MILK: 2 Chewables of Centrum OstoCalcium Total provides you with 1000 mg of Calcium, which is equivalent to the calcium found in four cups of milk.(Ref: Calculations basis Indian Food Composition, NIN)', 'TO SUPPORT BONE, JOINT & MUSCLE STRENGTH : Centrum OstoCalcium Total is a daily health supplement formulated with readily absorbable calcium to support Bone, Joint and Muscle Health.(Ref : Theobald HE. Nutrition Bulletin 2005; 30: 237–277)', 'TO HELP IN BETTER CALCIUM ABSORPTION: It contains vegetarian source of Vitamin D that enhances calcium absorption. (Ref: Harinarayan CV et al., 2021 )', 'Ostocalcium, now known as Centrum OstoCalcium. One bottle is with 30 Mixed Fruit Flavour Chewable Tablets', 'NO NASTIES PROMISE: Centrum OstoCalcium Total is manufactured in a FSSAI certified facility that is GMP certified. These are Vegetarian, Non GMO, By Nature Gluten Free Health Supplement.']",225,,https://m.media-amazon.com/images/I/61Vq58l5tRL._SL1300_.jpg,"[""https://m.media-amazon.com/images/I/61Vq58l5tRL._SL1300_.jpg"", ""https://m.media-amazon.com/images/I/612Jd90CboL._SL1300_.jpg"", ""https://m.media-amazon.com/images/I/61FK3PZghIL._SL1300_.jpg"", ""https://m.media-amazon.com/images/I/61QJ9Iy0afL._SL1300_.jpg"", ""https://m.media-amazon.com/images/I/51ms0YJDjhL._SL1300_.jpg"", ""https://m.media-amazon.com/images/I/61Y8wYp0MCL._SL1300_.jpg""]","{""Manufacturer"": ""Tirupati Lifesciences Private Limited., Tirupati Lifesciences Private Limited, Khewat Number 18/11, adjoin oakswood filling station, Nahan Road, Village Surajpur, Paonta Sahib, Sirmaur, Himachal Pradesh - 173025"", ""Country of Origin"": ""India"", ""Item model number"": ""Total Chewables (30s)"", ""Product Dimensions"": ""4.7 x 4.7 x 7.9 cm; 63 g"", ""ASIN"": ""B0C1KWR41K"", ""Packer"": ""Tirupati Lifesciences Private Limited, Khewat Number 18/11, adjoin oakswood filling station, Nahan Road, Village Surajpur, Paonta Sahib, Sirmaur, Himachal Pradesh - 173025"", ""Item Weight"": ""63 g"", ""Item Dimensions LxWxH"": ""47 x 47 x 79 Millimeters"", ""Net Quantity"": ""30 count"", ""Generic Name"": ""OstoCalcium-Total-Chew(30s)"", ""Best Sellers Rank"": ""#1,016 in Health & Personal Care (See Top 100 in Health & Personal Care)   #6 in Calcium-Vitamin D Combination""}"
B01N2XNE8A,1374499031,"Charak Pharma Kofol Chewable Tablet for Cough, Sore Throat | Ayurvedic Tablets For Seasonal Cough & Bad Breath Each 60 Tablet (Pack of 3)","['Faster Relief from Sore Throat! Kofol Chewable Tablets of Charak are Ayurvedic tablets formulated to help in relieve the consumer from all the throat related problems, like soreness, pain, cough, etc. One pack of this medicine contains 60 tablets to help you get rid of the inflammation and irritation of the throat. The tablet is completely sugar-free, hence, can be used by anyone, including diabetic patients.', 'Say No to Bad Breath! Kofol CT is a composition of medically-beneficial plants, rich in anti-inflammatory properties. It helps in cough and its related discomforts, freeing you from the problems of bad breath.', ""Versatile Combo of Herbs! Charak's Kofol CT brings together the antibacterial and anti-inflammatory properties and cooling effects of medical plants to helps dealing with various problems related to the throat."", 'Direction of Use! Take 1-2 tablets after every 6 hours in a day till symptoms are relieved.', 'Safety Warning Carefully read the label and date of expiry before use. Do not exceed the dosage from what is recommended.', 'It is 100% sugar-free and can be safely used by diabetics.', '60 Chewable tablets in single pack', 'Relieves from bad breath & sore throat']",122,,https://m.media-amazon.com/images/I/61L+SsWnI1L._SL1080_.jpg,"[""https://m.media-amazon.com/images/I/61L+SsWnI1L._SL1080_.jpg"", ""https://m.media-amazon.com/images/I/61iwSrm2zXL._SL1000_.jpg"", ""https://m.media-amazon.com/images/I/51EvHtjzICL._SL1000_.jpg"", ""https://m.media-amazon.com/images/I/5130k6-XZPL._SL1000_.jpg"", ""https://m.media-amazon.com/images/I/61DN+GcrkaL._SL1000_.jpg"", ""https://m.media-amazon.com/images/I/6165ycEicxL._SL1000_.jpg""]","{""Manufacturer"": ""Charak Pharma Pvt Ltd"", ""Country of Origin"": ""India"", ""Item part number"": ""KOFOL CHEWABLE TABLETS 3T"", ""Package Dimensions"": ""6.5 x 5.8 x 2.7 cm; 100 g"", ""ASIN"": ""B01N2XNE8A"", ""Item Weight"": ""100 g"", ""Net Quantity"": ""3.00 count"", ""Best Sellers Rank"": ""#698 in Health & Personal Care (See Top 100 in Health & Personal Care)   #3 in Cough & Cold""}"
B0BBM7JXL3,27060758031,"Zandu Vigorex MAX, 20 caps, enriched with Shilajit, Gold, Saffron, Pearl and Ashwagandha for intensity and energy","['*Daily Energizer. Ayurvedic Capsule. *10 Powerful Ayurvedic Ingredients like Shilajit, Gold, Saffron, Pearl, Ashwagandha, Kaunch Beej, Safed Musali, Yasad Bhasma, Gokshur & Shatavari *Helps Provide More Energy, More Intensity *One Capsule twice a day, preferably with milk or as directed by the physician. *For best results, use consistently & experience progressive long-lasting overall health benefits *Zandu Vigorex Max should be avoided for: Pregnant & lactating mothers and children']",381,,https://m.media-amazon.com/images/I/61DHTwqeSiL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/61DHTwqeSiL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71xHR7qDSuL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61O0ajXKldL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71C1-pDdEQL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61RtI4CTlBL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/617tqL+ShrL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61mLUJ30LYL._SL1500_.jpg""]","{""Manufacturer"": ""Emami Ltd, Emami Ltd"", ""Country of Origin"": ""India"", ""Item model number"": ""8901248741125"", ""Product Dimensions"": ""4 x 4 x 7.3 cm; 18 g"", ""ASIN"": ""B0BBM7JXL3"", ""Packer"": ""Emami Ltd"", ""Item Weight"": ""18 g"", ""Item Dimensions LxWxH"": ""40 x 40 x 73 Millimeters"", ""Net Quantity"": ""20 count"", ""Generic Name"": ""Capsules"", ""Best Sellers Rank"": ""#3,603 in Health & Personal Care (See Top 100 in Health & Personal Care)   #19 in Ashwagandha""}"
B08RK7RHT3,4264025031,Baidyanath Sidpiles Tablets for Piles - 50 Tablet,"['Manufactured by Shree Baidyanath Ayurved Bhawan Pvt Ltd', 'Pure Ayurveda Products', 'Dosage: 1 to 2 twice daily with water. Or as advised by the physician.']",189,,https://m.media-amazon.com/images/I/51N0j5H-OvL._SL1100_.jpg,"[""https://m.media-amazon.com/images/I/51N0j5H-OvL._SL1100_.jpg"", ""https://m.media-amazon.com/images/I/61dtxRnsWyL._SL1100_.jpg"", ""https://m.media-amazon.com/images/I/61eLYIU-tML._SL1100_.jpg"", ""https://m.media-amazon.com/images/I/610q3P9vmgL._SL1100_.jpg""]","{""Manufacturer"": ""SHREE BAIDYANATH AYURVED BHAWAN PVT LTD, AYURPARK HEALTHCARE LIMITED #32/3, Upasapura Village, Malur Tq, Kolar Dist - 563130 / BRIJ HONEY PVT. LTD., BHARATPUR. VILLAGE TEHRA LODHA,NH-11, BHARATPUR-AGRA HIGHWAY,BHARATPUR.,BHARATPUR - 321001,,RAJASTHAN,INDIA"", ""Country of Origin"": ""India"", ""Item model number"": ""SIDPLIES_50TABS"", ""Product Dimensions"": ""11 x 1.4 x 4 cm; 25 g"", ""ASIN"": ""B08RK7RHT3"", ""Packer"": ""SHREE BAIDYANATH AYURVED BHAWAN PVT LTD"", ""Item Weight"": ""25 g"", ""Item Dimensions LxWxH"": ""11 x 1.4 x 4 Centimeters"", ""Net Quantity"": ""1.00 count"", ""Included Components"": ""NIMBOLI, KHASH(SUGANDHAWALA), KAHARAVA PISHTI, KUTKI, KHUNKHARABA [ LALBOL ], HIRABOL, BAKAYAN MAGAJ, BAHEDA CHHILKA, HARAD BADI [HARITAKI], AAWALA KALI, SPHATIKA BHASMA, NAGKESHAR, RASONT, SURAN,JAMIN KANDA (SUKHA)"", ""Generic Name"": ""Baidyanath Sidpiles"", ""Best Sellers Rank"": ""#4,124 in Health & Personal Care (See Top 100 in Health & Personal Care)   #109 in Chyawanprash""}"
B005M9NZTC,1374501031,"Gasex Himalaya ,100 Tablets Improves Digestion Relieves Trapped Gasses Provides Relief From Bloating","['Manufactured by : The Himalaya Drug Company', 'Indications : for the treatment of Indigestion (Agnimandya)', 'Dosage : 2-3 tablets after meals or when required']",151,,https://m.media-amazon.com/images/I/713EEiC1AbL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/713EEiC1AbL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71IGs9MmjML._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81mNvdf-MTL._SL1500_.jpg""]","{""Manufacturer"": ""The Himalaya Drug Company"", ""Country of Origin"": ""India"", ""Item model number"": ""7000146"", ""Product Dimensions"": ""2.2 x 3.2 x 6 cm; 52 g"", ""ASIN"": ""B005M9NZTC"", ""Item Weight"": ""52 g"", ""Item Dimensions LxWxH"": ""22 x 32 x 60 Millimeters"", ""Net Quantity"": ""100 count"", ""Best Sellers Rank"": ""#2,233 in Health & Personal Care (See Top 100 in Health & Personal Care)   #13 in Digestion & Nausea""}"
B08R67DG85,1374501031,"Traya Gutt Health Tablets, Medicine for Constipation, Bloating & Gas Relief, Natural Metabolism Booster, Helps Improve Acidity, Contain Ginger, Clove, Cardamom, Digestive Enzymes (30 Tablet)","['IT CONTAINS AYURVEDIC INGREDIENTS: A proprietary blend of thirteen essential purifying Ayurvedic herbs that include Amla, Behada, Long Pepper, Turpeth, Vidanga, Black Pepper, Clove, Cardamom, Ginger, Nutgrass, Bibhitaki, Haritaki, and Indian Bay Leaf are fortified in this digestion tablet to keep your gut healthy.', 'BACKED BY AYURVEDIC SCIENCE: With the goodness of ayurvedic herbs, regular consumption of these healthy gut tablets may help to keep a check on your overall gut health like increasing good bacteria, better hair and skin health, helps regulate bowel movements, relieves in constipation and gas problems.', 'HOW LONG DOES IT TAKE TO SEE RESULTS?: These gut health tablets may probably take 5-6 months to help you provide complete relief from digestive problems, detox and cleanse internally.', 'DOSAGE INSTRUCTIONS: Easy digestive tablets for complete gut cleanse. This single bottle of gut tablets provides you with one month of dosage. We recommend consuming one tablet per day before dinner to restore gut health.', 'Gut Shuddhi alone doesn’t help resolve Hair loss. It is a matter of internal and external imbalances which differ from person to person. Know that Hair Growth can only be achieved over time by holistic treatment of the underlying issues which can be achieved by following the complete Traya treatment plan.']",192,,https://m.media-amazon.com/images/I/516gJ0Ees-L._SL1100_.jpg,"[""https://m.media-amazon.com/images/I/516gJ0Ees-L._SL1100_.jpg"", ""https://m.media-amazon.com/images/I/71D4zHVg8jL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/51BGObUG6gL._SL1125_.jpg"", ""https://m.media-amazon.com/images/I/516Ul5k2n6L._SL1000_.jpg"", ""https://m.media-amazon.com/images/I/71rNJkI5WLL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61CsEHZMMML._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/512sCrXFRfL.jpg""]","{""Manufacturer"": ""Gayatri Ayupharma"", ""Country of Origin"": ""India"", ""Item part number"": ""GA-1061"", ""Product Dimensions"": ""4.5 x 4.5 x 8 cm; 50 g"", ""ASIN"": ""B08R67DG85"", ""Packer"": ""Tatvartha Health Pvt Ltd"", ""Item Weight"": ""50 g"", ""Item Dimensions LxWxH"": ""45 x 45 x 80 Millimeters"", ""Net Quantity"": ""30.00 count"", ""Generic Name"": ""Ayurvedic Tablet"", ""Best Sellers Rank"": ""#2,396 in Health & Personal Care (See Top 100 in Health & Personal Care)   #17 in Digestion & Nausea""}"
B003D83EKO,1374501031,"Dabur Hajmola Tasty Digestive Tablets (Imli Flavour) - 120 Tabs | Healthy, Tasty & Chatpata | Ayurvedic Tablets For Improved Digestion | Relief From Flatulence","['Chatpata tablets, fun to have at any time of the day', 'Improves digestion for kids and adults', 'Useful in cases of indigestion, loss of appetite and flatulence', 'Great way to enjoy while staying healthy', 'Chatpata taste is good for a change of taste in mouth']",64,,https://m.media-amazon.com/images/I/711+PqFErGL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/711+PqFErGL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61T6ypVJYHL._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/61eihh6FMfL._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/615y8t3bK4L._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/612XT5YpIpL._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/619Tjh4cKiL._SL1001_.jpg"", ""https://m.media-amazon.com/images/I/61nv+yDTC8L._SL1125_.jpg""]","{""Manufacturer"": ""Dabur, Dabur India Ltd , Village Manakpur , Tehsil Baddi , Solan (HP) -174101 Tel No:1800-103-1644"", ""Country of Origin"": ""India"", ""Item model number"": ""FC41712B"", ""Product Dimensions"": ""118.1 x 39.4 x 216.5 cm; 190 g"", ""ASIN"": ""B003D83EKO"", ""Packer"": ""Dabur India Ltd , Village Manakpur , Tehsil Baddi , Solan (HP) -174101 Tel No:1800-103-1644"", ""Item Weight"": ""190 g"", ""Item Dimensions LxWxH"": ""118.1 x 39.4 x 216 Centimeters"", ""Net Quantity"": ""120 count"", ""Included Components"": ""1"", ""Generic Name"": ""Tablet"", ""Best Sellers Rank"": ""#1,091 in Health & Personal Care (See Top 100 in Health & Personal Care)   #5 in Digestion & Nausea""}"
B07KLZ18RY,4264025031,"Nveda BP Control for Blood pressure, Ayurvedic Medicine, Hypertension Management, 60 Capsules","['CONTAINS 7 AYURVEDIC HERBS: Sarpgandha;Punarnava;Goksura;Bhumyamalaki;Ashwagandha;Jatmansi;Arjuna; Is_expiration_dated_product: Y;Unit Count: 60 Capsules per Bottle.', 'REJUVENATES CARDIOVASUCLAR SYSTEM: It is used to reduce stress, improves cognitive function and sleep.', 'KEEPS HEART HEALTHY: All top quality natural herbs selected from those traditionally used for blood pressure and heart benefits.', 'FORMULATED BY MEDICAL PRACTITIONERS: Exclusively formulated by experienced medical practitioners. Formulated for optimal ingredient ratio.', 'AYURVEDIC AUTHORITY & AYUSH APPROVED: B Capsules has been certified as per the norms & Ref. of Ayurvedic Formulary of India and has also been Approved by AYUSH, Ayurvedic Govt Organization.']",395,,https://m.media-amazon.com/images/I/61cDiyICMiL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/61cDiyICMiL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/616m58e9f7L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61R8cBJS4YL._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/21b8fv21-GL.jpg""]","{""Manufacturer"": ""Sai Healthcare"", ""Country of Origin"": ""India"", ""Item part number"": ""GF-415612"", ""Product Dimensions"": ""4.6 x 4.6 x 8.8 cm; 50 g"", ""ASIN"": ""B07KLZ18RY"", ""Item Weight"": ""50 g"", ""Item Dimensions LxWxH"": ""46 x 46 x 88 Millimeters"", ""Net Quantity"": ""60 count"", ""Best Sellers Rank"": ""#2,968 in Health & Personal Care (See Top 100 in Health & Personal Care)   #52 in Chyawanprash""}"
B074KRKRGW,1374499031,"Dabur Honitus Hot Sip - Pack of 30 Sachets ( 4gx30 )| 100% Ayurvedic Kadha | Provides Instant Relief from Cough, Cold & Sore Throat | Natural Immunity Booster | Unique Blend of 15 Ayurvedic Herbs","['First line of defence against cough and cold', 'Ayurvedic granules. Suitable For Children, Adult', ""Nature's secret to treating cough"", 'Effective relief from sore throat', 'Easy to use']",300,,https://m.media-amazon.com/images/I/81EycYtifoL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/81EycYtifoL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/818HLa9Y5LL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81deaVJ21IL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/719CO+mAsqL._SL1500_.jpg""]","{""Manufacturer"": ""Dabur, Dabur India Ltd. 22, Site IV, Sahibabad (UP)- 201010 Toll Free No:1800-103-1644"", ""Country of Origin"": ""India"", ""Item model number"": ""FA072004T"", ""Product Dimensions"": ""275.6 x 157.5 x 236.2 cm; 120 g"", ""ASIN"": ""B074KRKRGW"", ""Packer"": ""Dabur India Ltd. 22, Site IV, Sahibabad (UP)- 201010 Toll Free No:1800-103-1644"", ""Item Weight"": ""120 g"", ""Item Dimensions LxWxH"": ""2.76 x 1.58 x 2.36 Meters"", ""Net Quantity"": ""120.0 gram"", ""Included Components"": ""1"", ""Generic Name"": ""Granules"", ""Best Sellers Rank"": ""#765 in Health & Personal Care (See Top 100 in Health & Personal Care)   #4 in Cough & Cold""}"
B0B5DXMWS6,1374494031,"AVP Haridrakhandam 150g | Allergy Rakshak | Ayurvedic Medicine With Strength of Turmeric, Amla and Ela | Cold and Cough | Skin Allergies | Boosts Natural Immunity | No Preservatives | No Chemicals","['Turmeric based immune support: Curcumin in Haridrakhandam helps maintain natural immunity in kids and adults alike', 'Helps fight seasonal allergies: The formula helps in equipping the body’s defence mechanism to fight against recurrent allergies', 'Supports skin health: Haridrakhandam aids faster relief in itching, rashes and other manifestations associated with allergic reactions', 'Eases respiratory difficulties: Haridrakhandam is enriched with herbs like cardamom, beneficial in soothing the respiratory tract in allergic reactions', '80 YEARS LEGACY: AVP since 1943 has been a pioneer in Ayurveda medicine manufacturing, treatment, education and research. All products are produced in our GMP and ISO certified manufacturing facilities under strict quality assurance mechanisms.']",353,,https://m.media-amazon.com/images/I/81MccwswWaL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/81MccwswWaL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71eDbX12AaL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71oCav8TblL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71oFOVoL1OL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71b3yMyLPXL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/719k3XwzMxL._SL1500_.jpg""]","{""Manufacturer"": ""The Arya Vaidya Pharmacy (Coimbatore) India Ltd, The Arya Vaidya Pharmacy (Coimbatore) Ltd.Opp.Railway Station, Kanjikode, Palakkad - 678621"", ""Country of Origin"": ""India"", ""Item model number"": ""8904184800109"", ""Product Dimensions"": ""6.2 x 6.2 x 10.8 cm; 188 g"", ""ASIN"": ""B0B5DXMWS6"", ""Packer"": ""Ten X Commerce LLP, Aramex India Pvt. Ltd., Sai Dhara Logistic Park, Mumbai-Nasik Road, Bhiwandi-421302."", ""Importer"": ""Arya Vaidya Pharmacy (Coimbatore) India Ltd"", ""Item Weight"": ""188 g"", ""Item Dimensions LxWxH"": ""6.2 x 6.2 x 10.8 Centimeters"", ""Net Quantity"": ""150.0 gram"", ""Generic Name"": ""Highly Effective Ayurvedic Medicine For Irritations, Inflammations Caused By Allergies"", ""Best Sellers Rank"": ""#15,153 in Health & Personal Care (See Top 100 in Health & Personal Care)   #6,114 in Health Care""}"
